@relation 'epit.train-weka.filters.unsupervised.attribute.Remove-R13,56-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute 0.241ProtFP2.1+0.239KF2.1+0.233T1.1+0.233ST1.1+0.232VHSE3.1... numeric
@attribute -0.294Z1.1+0.258VHSE1.1+0.241MSWHIM2.1-0.236BLOSUM1.1+0.234ProtFP1.1... numeric
@attribute 0.287ProtFP3.1+0.274VHSE4.1+0.239BLOSUM7.1-0.239T3.1+0.236Z4.1... numeric
@attribute 0.292ProtFP6.1-0.248VHSE8.1+0.236BLOSUM6.1-0.232Z3.1-0.231F5.1... numeric
@attribute 0.331ProtFP4.1-0.282KF8.1-0.238BLOSUM8.1-0.231ST3.1-0.227MSWHIM1.1... numeric
@attribute -0.378ProtFP5.1-0.287KF3.1-0.235BLOSUM4.1-0.212KF1.1+0.205Z5.1... numeric
@attribute '-0.453ProtFP7.1+0.314KF6.1+0.29 BLOSUM10.1+0.264BLOSUM9.1+0.257ST7.1...' numeric
@attribute 0.455ProtFP8.1-0.394BLOSUM10.1+0.329BLOSUM9.1+0.317KF10.1-0.274KF6.1... numeric
@attribute -0.466KF10.1+0.319ProtFP8.1+0.304BLOSUM9.1-0.252ST7.1+0.235MSWHIM2.1... numeric
@attribute '0.373Z5.1-0.317ST4.1-0.264KF7.1-0.264ProtFP8.1+0.26 BLOSUM4.1...' numeric
@attribute -0.348BLOSUM10.1-0.28BLOSUM9.1-0.241ProtFP7.1+0.239T4.1+0.236KF5.1... numeric
@attribute -0.613KF5.1+0.315F1.1-0.273KF10.1+0.265KF7.1-0.211BLOSUM9.1... numeric
@attribute Class {Negative,Positive}

@data
5.24169,-0.616249,-3.554221,-1.209376,-6.095894,0.963238,1.083664,-0.468913,1.109988,-0.29296,-2.539774,-0.741123,Negative
-5.69941,2.312161,0.799443,-0.092503,-0.596434,-1.28266,-0.750453,-0.665527,2.253954,-1.592773,-1.689801,-1.176908,Negative
9.123062,-0.228978,5.461126,5.182876,2.021984,-1.013718,0.114526,-0.245717,-1.03681,0.946526,-1.243977,1.333303,Negative
1.829298,3.557117,-1.777403,2.014198,2.270232,0.984388,-0.490936,-2.271992,-1.028594,0.691957,-1.164231,0.157957,Negative
-3.528438,-0.07348,-0.696685,3.229191,-1.01448,0.53561,0.186098,0.255786,2.018577,0.340559,-0.435231,-0.589969,Positive
-0.87062,-1.198269,0.169503,2.062433,-1.72764,0.870067,-0.84672,0.441861,1.274678,0.044813,0.777601,-1.260357,Negative
-8.279835,-1.175887,-0.518576,-2.595605,1.529156,-0.09055,-0.856996,1.520401,-0.175954,0.870029,0.981849,0.790756,Positive
4.754066,-1.519823,1.488457,-1.886631,-0.250016,-0.844499,0.300399,-1.300517,1.478416,0.9481,-1.246499,-0.416693,Negative
-7.14253,-0.053443,3.814584,1.738978,0.26506,-0.262522,0.115107,-2.312783,0.695144,-1.240539,-0.812012,-1.353434,Positive
1.787123,-4.3074,-0.620999,0.922772,3.622058,0.448015,-0.13968,-0.945647,0.877483,1.164169,0.875915,1.058789,Negative
2.427206,2.715644,4.435579,1.663978,-2.654691,-2.258645,2.142995,-1.830874,-1.411531,2.203448,-0.3468,-1.576086,Positive
-6.363113,-0.106859,0.714072,-2.08774,3.549019,-5.452524,0.762317,0.93946,-1.473194,-2.912351,0.612742,0.971305,Positive
3.676459,0.387563,-1.830395,0.424897,0.678427,-0.529716,-2.31598,0.893554,0.472119,-0.046739,1.591618,-0.550115,Negative
-6.852841,1.376374,-3.734274,-0.556137,4.378487,-2.114138,-1.331826,0.843445,0.031888,-0.39789,-0.139969,0.221714,Negative
-0.978701,-1.798247,-4.19422,-0.332605,-0.474406,0.849025,-2.431271,-0.621958,-0.967044,0.281598,1.455549,1.161815,Negative
7.29625,-3.394792,0.473346,-1.323641,0.265423,-1.931696,0.382514,-1.455944,-1.668884,1.99865,0.122941,-1.499502,Positive
3.350515,-10.657045,-1.504753,-7.059277,-3.164561,4.150232,1.671198,0.426343,-2.735381,0.810474,-1.170254,-1.750782,Negative
0.42494,4.044462,-1.020291,-4.602523,-0.777437,0.751069,-1.731035,-1.585893,-1.552762,2.365313,0.802343,1.32595,Negative
0.380131,-3.175207,-3.179258,0.50588,1.898479,4.381026,2.067313,0.131362,1.258699,0.628649,-0.203799,0.560674,Negative
-3.533018,1.809932,-1.394089,5.130808,2.426825,2.469845,0.269784,1.640039,-0.052906,0.392087,0.234507,1.041464,Negative
4.034422,-0.152078,-0.735047,0.340347,-0.35634,2.023496,-0.846832,3.047405,0.751335,0.375297,2.369315,-0.853938,Negative
1.620666,-4.200067,-0.26572,2.418608,-0.432132,1.647149,-1.48615,-1.408198,-1.209582,-0.758529,-0.967207,0.919776,Negative
4.57106,-1.902753,5.830653,0.898369,5.493111,2.540727,-0.33796,1.793808,0.334679,0.221848,0.28393,-0.518792,Negative
4.511488,2.159339,-1.346543,-0.184926,0.642336,-6.020534,-0.924549,2.061993,1.558093,0.596132,-1.207543,-0.347246,Negative
-0.823731,7.45889,-0.685188,0.369426,-2.592069,0.166928,0.239618,0.123621,-1.232007,-1.983886,1.59124,-0.024972,Negative
2.434272,0.202017,6.847018,0.198222,4.896288,0.116639,-2.303248,1.799602,-1.22639,-0.975491,-0.222937,-0.269193,Negative
-0.048753,-1.172706,-2.403172,-0.893832,1.876092,-3.883417,-0.361004,0.578998,1.75695,-1.264797,0.099426,-0.286884,Negative
8.995568,-3.957776,0.736041,-1.03521,4.442057,1.569033,3.941,-5.566508,8.277248,-1.629321,1.062062,-0.394895,Negative
7.562301,0.309356,0.099728,2.663675,1.149543,0.438648,-2.81671,-1.819197,0.225342,0.047352,1.226887,0.256736,Negative
1.538785,1.156611,-2.313792,3.242973,-0.116306,2.481292,0.828148,-0.741695,-2.285184,-1.738246,1.118854,-0.078826,Negative
4.181306,-1.23761,1.197683,1.526019,2.464123,0.896375,-0.505724,2.760791,2.073859,0.508486,0.949732,-1.504705,Positive
-1.404272,-0.05252,-3.742154,0.882109,2.966106,-2.041044,-1.97734,-0.367898,-0.117575,-0.866315,0.567061,2.354534,Positive
1.239247,2.10532,-0.016098,0.282599,0.370532,-0.241635,-0.907732,-0.796115,-0.731985,1.631832,-0.402636,0.517843,Negative
2.057938,-0.467008,-2.775922,-0.165171,-0.982018,1.039241,1.449461,0.668734,1.168673,0.146752,1.039036,-0.083949,Positive
1.085692,0.281637,-1.209617,2.088449,1.159636,0.594774,-0.157398,-1.461772,-0.940255,0.235254,0.486071,-0.942246,Negative
1.451914,-3.15884,1.309615,0.726068,0.706353,-2.113185,0.868741,-0.78771,1.083528,-1.697636,1.025411,-0.604704,Negative
-1.059785,-1.336882,0.739656,4.997914,-1.636895,2.127906,-0.761748,-2.240677,-0.073585,-0.100035,-0.320769,2.403671,Positive
-0.419388,-1.215049,-0.078255,-0.984943,3.258486,-2.15815,-1.136345,-0.570825,-0.758618,0.338529,-0.418314,-1.035997,Negative
3.343019,2.809549,2.840307,-6.509639,2.726043,1.598851,1.893314,-2.717572,4.90898,-0.623878,0.715269,0.103826,Negative
3.889224,-5.018987,-2.211238,-3.806083,-2.212895,3.556983,-1.524102,0.415465,-0.798964,0.180049,0.603159,-0.034706,Negative
-7.325448,-3.119942,-2.391267,2.651373,-1.459561,2.794975,1.027845,-0.875789,0.70313,-0.03016,-0.813548,0.540098,Positive
3.213514,2.064049,1.749282,-6.501743,-1.452454,3.159063,1.23621,-0.194148,-2.05137,-0.148682,-0.345858,-0.767762,Positive
1.634895,4.557394,0.718611,3.499413,1.538008,1.382581,1.078752,0.021787,-0.631348,-0.346486,0.323735,-1.558424,Positive
-2.190605,1.248925,-0.661715,3.697466,2.263918,-0.347808,-0.458855,-0.296198,-0.396619,0.622204,1.777316,0.622179,Negative
-0.515339,5.827397,-4.551902,-0.13551,-4.710803,3.385958,0.15512,2.926482,-0.494576,0.235409,1.38249,0.801337,Positive
3.107999,-7.784696,-6.390331,-2.233925,-1.34453,5.698698,0.185317,-3.652741,-1.160873,-0.891816,-3.028821,-0.412705,Positive
0.40551,-1.260589,0.343223,0.642314,-1.430323,-2.373158,1.797674,0.561266,3.224494,-0.15067,-0.796497,0.938769,Negative
-2.100077,-2.937838,-1.279415,-1.51115,-0.059004,3.133023,1.565122,0.570684,-0.162227,-0.071769,1.076456,-0.364382,Negative
5.159125,3.037838,2.589692,-6.519793,1.082518,-2.247098,3.376995,-2.183244,1.829456,2.194467,-0.745243,-1.598186,Positive
-2.822952,1.53343,-2.580035,2.863475,-1.740063,1.391527,0.834054,-1.106757,-0.117692,-0.747126,-0.557175,0.732376,Negative
-4.031654,-3.073761,-0.538925,-0.670805,0.407762,0.060053,-1.561628,-0.267005,-0.809479,0.54172,0.412708,0.876473,Positive
-3.977701,-1.832067,-4.528514,0.288504,0.554015,0.949734,1.132246,-0.622023,-0.859016,0.643949,-1.434248,-1.428862,Positive
-4.584977,-5.850757,1.305495,1.628197,-1.21153,1.335151,0.074404,1.376514,1.500899,0.075123,0.033395,-1.49541,Negative
4.885667,3.251721,-1.880746,1.353596,-3.446433,0.158197,0.226245,2.018631,-0.438706,-2.063402,1.461987,-1.243983,Negative
-0.625699,1.215996,-2.27602,2.02891,0.665701,-1.27224,0.475993,-0.916797,-1.064982,1.40587,-1.837533,0.632344,Negative
4.989469,3.832518,5.233059,-2.581645,-1.993133,-4.530339,2.389664,-0.934104,-0.778675,-1.089748,-1.628027,0.706235,Positive
0.860427,-1.106621,1.112258,-1.474015,-1.173813,1.500733,1.186803,-0.255879,-1.515782,-2.532723,-0.638397,-0.755921,Negative
-2.985939,0.127772,-3.348191,-1.111291,1.830615,-0.243875,-0.010876,0.464567,1.229447,-1.041278,-1.39663,0.306696,Negative
-2.979176,1.116643,-2.121303,0.476542,-1.073561,0.385102,-2.222534,-0.947417,-0.356287,-0.820895,-0.361324,-0.183484,Negative
-9.687062,-6.147043,5.111605,2.689941,-0.859544,-0.42002,-0.064136,0.499908,0.259835,0.653023,0.138566,1.1592,Negative
4.772546,-1.760995,-0.68716,0.965987,1.308672,1.416763,-2.560466,0.220922,0.007614,0.129298,1.409497,-0.980246,Negative
4.743028,3.103306,-1.249367,4.791955,2.04126,3.794464,-2.005828,-1.293858,0.526531,-0.980312,0.545485,-1.121215,Negative
-2.011847,1.18251,1.01827,2.24643,0.749456,0.694743,-1.064317,-0.431785,-1.447615,1.222751,-0.557006,-0.149566,Negative
-2.202562,-0.211348,-4.58371,0.199637,-1.075889,0.579536,0.650287,-0.523474,-0.371126,-0.37375,0.471312,0.251523,Negative
1.733458,-4.800324,3.046657,-0.146885,1.869296,1.329363,1.223569,1.069761,-1.186368,-2.230549,1.203872,-1.2506,Negative
-2.659099,1.675999,-5.586145,-1.354361,0.991389,1.249134,0.026713,0.787264,-0.59075,-0.411316,-1.118146,0.047998,Positive
1.424836,1.999395,-0.646667,-2.912304,-2.789309,1.405418,0.641914,1.164289,-3.144682,0.67209,1.746412,0.918202,Negative
1.755906,-3.839986,-2.225,-2.749873,1.187157,1.253204,-1.347877,-0.282583,-0.99206,-0.532022,0.401125,-0.21429,Negative
1.300887,2.820619,-2.974729,0.242949,-0.452359,1.637699,-1.490537,1.336555,-0.217307,-1.218496,-0.956813,-1.58335,Positive
-2.551053,-1.986509,-4.079245,0.619658,4.603521,-0.261928,1.787263,0.457153,1.025696,-0.48912,-1.074684,0.056468,Negative
3.323207,-1.560542,-4.590509,-0.911601,-1.49948,2.237691,0.588073,-1.873454,1.271878,-0.352537,-0.924239,-0.390523,Negative
-3.995328,3.277497,1.896931,-0.189122,5.803017,1.075643,-0.604896,1.655828,-0.69039,0.472553,-1.026985,-1.332671,Negative
2.248365,2.503694,0.37013,-0.586698,-3.705075,1.10552,0.625746,-0.489214,-0.69888,0.560766,2.536544,0.409741,Positive
5.538693,0.240327,-0.311211,1.799484,-0.512199,-0.103939,-0.017723,-1.779637,-0.312582,0.707039,0.139363,0.034394,Negative
1.009689,3.237633,2.903501,0.405419,-2.81575,0.671697,-1.269436,0.003121,0.934575,-0.325914,0.033882,-0.336622,Negative
-0.175103,0.258037,-2.599625,0.870647,-4.621868,-0.745902,-1.488089,-0.327233,1.807747,0.168474,-0.87105,0.568526,Negative
-2.651613,-0.360546,1.933499,0.899379,-0.094391,-3.409769,2.197645,-1.633047,-2.626943,-2.492296,0.926958,-1.942481,Negative
6.259394,0.301301,0.626514,-0.253342,-0.123337,0.999141,1.587828,1.288724,-1.965028,-2.023318,1.230397,0.892833,Positive
-2.01897,-2.450795,3.45391,5.002109,2.373343,-0.370493,1.020611,1.46546,-0.918624,0.38701,0.621208,0.024616,Negative
-1.265699,2.636945,0.634556,1.211571,0.545412,-0.636844,1.66166,-0.520424,-0.262379,1.49808,0.740563,-0.150377,Positive
-5.642009,1.239949,1.320369,-4.02042,0.816222,-0.487437,0.196021,1.347429,-0.254849,0.735783,-0.45704,0.033451,Negative
-6.785615,-5.973508,1.09949,-3.206338,0.072344,-1.918378,1.664636,0.435467,-0.546923,2.379775,-0.229458,-1.438433,Negative
2.241086,-2.050362,-0.179644,-2.303737,1.058727,-1.242221,2.438971,0.582239,-1.72386,-0.032659,-1.132262,-1.025431,Positive
-1.669965,1.676886,3.920279,1.212741,0.615468,1.432548,-1.138333,0.808876,0.378507,-0.463679,0.564316,-1.773224,Negative
-0.106459,0.539774,-0.364912,3.532079,2.555215,-0.842081,0.040563,0.601648,-1.252388,0.86184,-0.225258,0.990094,Positive
-4.179539,0.701992,-2.25235,-0.516605,1.821016,-3.212394,-0.070526,-0.363789,-2.074472,-2.473431,1.012656,-0.35299,Positive
-1.80755,-2.293215,-0.944125,1.154205,-3.591491,-0.951196,-2.555009,0.752479,0.719087,-1.244402,-0.261561,-0.569772,Negative
4.653098,0.037329,-3.71625,-0.263923,-3.396306,2.812332,0.765516,0.808462,-1.002317,-1.07188,1.022626,0.60657,Negative
-4.012478,2.244019,0.135244,4.460071,-0.024473,-0.024456,-0.445261,2.314344,1.745356,0.587366,0.700182,0.132705,Negative
-0.434298,1.736501,-2.269535,-0.021185,2.237901,-0.163206,-1.227371,-0.291056,0.400602,0.81483,0.724402,0.893823,Negative
-0.506473,1.219565,-1.521371,-4.966524,-3.13269,-2.77508,0.184825,2.929961,0.184193,0.022145,-0.205259,-0.903708,Positive
-0.516634,1.913202,-2.188062,-2.072408,-2.522709,-1.44003,0.977867,-0.303638,-1.447911,2.400023,2.13014,0.927903,Negative
-3.588672,-3.250456,-0.060349,2.365662,-0.80148,1.707628,1.891187,0.067203,1.640036,0.856303,0.294553,0.614108,Negative
-6.495585,0.920294,5.231019,2.148564,-1.84124,-2.998843,1.197306,-2.247364,-2.942713,-2.539126,0.478558,-1.739883,Negative
3.758865,3.48009,0.342966,-0.508038,-3.132817,-3.167101,-1.320915,1.0278,0.801018,-0.496864,0.593587,-0.197738,Negative
-1.148051,-3.202626,-2.5543,-4.667344,-1.223679,1.739625,-2.034065,0.034051,-2.477683,-1.089647,-0.363776,-0.083401,Positive
7.231883,-1.787623,3.307247,3.724543,2.240309,-2.715824,-0.864911,-0.669351,-0.391328,-0.626681,-0.435406,1.844367,Negative
-3.814352,3.80494,-1.191691,3.309527,3.704979,0.263645,-1.563032,0.765275,-0.686085,-0.576366,-0.687468,-0.305084,Negative
2.999897,1.125033,-0.600286,1.753966,1.19677,-0.633701,2.50859,-1.181664,-0.357299,2.166765,-0.084707,0.607827,Positive
0.44349,3.38378,1.492764,-8.759078,2.402453,0.501595,0.026485,-1.390523,1.232446,-0.348862,-1.019231,1.374026,Positive
0.555999,-0.112481,-2.951498,-1.363322,1.499458,0.644279,-1.564136,-1.013725,-0.934881,0.774458,0.572828,1.182583,Negative
3.723263,-4.50265,-2.200345,-7.795494,-2.675565,-2.649923,-0.949554,1.837349,-0.537127,1.032973,1.045423,0.900199,Positive
-0.331658,-0.806686,-2.527875,0.634431,0.372908,-1.485614,-0.690834,-1.631845,0.84175,0.613687,0.62232,0.943103,Positive
-5.420988,-4.560298,4.10286,2.230767,-0.504388,-2.587288,0.693731,-3.024682,2.706382,-1.564845,2.358241,-1.124267,Positive
8.678805,-5.449842,1.757243,0.96884,0.079291,2.415253,2.125831,1.371201,1.230906,-0.482283,-1.20316,0.713855,Positive
2.420849,5.186106,-1.419643,-1.654427,-1.71647,-1.690993,-4.154582,-1.058346,0.321542,1.021232,-0.748209,-0.38309,Negative
-2.196073,1.162393,0.502842,2.040124,-1.043548,1.473873,-0.888692,-0.105412,-0.196419,-0.770121,-0.089097,-1.734818,Positive
2.264468,-0.751977,0.824265,4.85409,-0.685639,4.079152,-2.691164,-1.856721,-0.078362,-0.231467,0.541422,0.159723,Negative
0.236171,1.9915,-0.476257,-1.109258,2.446141,2.039771,-2.667729,0.928043,-0.94242,-0.384213,1.213076,-0.412938,Negative
-0.82538,2.018758,-2.716894,-2.419023,1.758033,-1.779788,0.771845,-0.468425,-2.39514,2.066854,0.667041,-1.102938,Negative
1.018942,2.000808,-2.494291,0.597675,0.655966,-2.005093,-1.433908,2.615486,1.10461,0.040632,0.591611,-1.32642,Positive
1.260133,4.474029,-0.66465,-0.492369,-5.077813,-0.281548,0.089599,1.404941,1.56365,0.57442,1.564869,0.015384,Negative
-7.960392,-5.214171,6.559423,1.765088,-1.471884,2.906674,0.39295,-0.315154,1.138934,0.158173,-0.508747,0.25716,Negative
-2.120045,-2.242269,0.092342,-4.477822,3.035315,4.70075,1.924557,1.349135,0.62685,0.061031,-0.895993,0.346078,Positive
-6.109167,0.797821,1.881721,-0.118758,-2.943332,-0.161813,-1.492358,-0.411199,1.432841,-1.193669,-1.325268,-0.721552,Negative
-1.066986,0.264016,-4.67883,-2.610857,0.691603,-4.077792,2.12932,1.848576,-0.089822,-1.87248,1.808548,-0.851274,Positive
3.16352,-1.824749,2.078424,0.376063,-0.902725,2.809756,1.12258,0.196134,-1.252661,-0.233434,-0.148302,-1.671643,Positive
-4.555455,1.022824,0.270225,-1.932971,3.84723,-3.498382,-1.004697,0.533597,-0.650047,-0.458223,-0.793406,0.708346,Negative
-12.525062,-0.120444,2.190494,2.378491,-0.462883,0.361485,-1.044677,-1.818958,0.833363,-1.265256,-1.986578,-1.402564,Positive
0.601903,-2.087063,2.249548,-4.534392,0.684686,1.502073,-1.414656,0.419219,-1.414138,0.0668,0.419746,1.186236,Positive
-6.049001,1.630976,-0.603898,1.130426,-0.355078,-0.511797,3.034239,-0.977695,-0.723522,-1.733042,1.850309,-0.587417,Negative
4.338793,-0.617873,-0.131295,4.208222,2.382223,1.010543,1.476681,0.027894,-2.113897,-0.588205,-0.910057,1.544694,Negative
-4.435663,3.894289,-1.361968,-0.701057,-1.150245,0.615695,1.381781,-1.306751,-1.315205,1.401738,-0.269642,-0.832584,Negative
1.450297,-0.083915,-3.106295,-0.569581,-2.281146,0.909652,2.411196,2.229639,1.355395,1.639869,-0.827194,-0.211189,Negative
0.073876,3.934389,-1.241174,5.427827,-1.006359,1.167396,0.469804,1.27255,0.329682,0.415064,-0.620003,2.263024,Negative
-5.225624,3.704335,7.975271,-4.48979,0.266311,0.490368,-2.323522,0.505387,-0.902198,-0.602708,-1.839271,0.429938,Negative
3.627497,-3.615307,1.532672,0.73286,-0.686412,-0.796821,-0.949965,-0.526929,-1.298435,2.567798,1.227352,0.804048,Negative
3.204328,-2.745495,-1.702716,0.824563,2.55171,0.972692,-1.394304,-2.098723,-1.180467,1.18021,-1.055754,-2.233076,Negative
-5.313511,-0.936231,4.142166,0.46077,0.780766,-1.186858,0.043942,-2.601312,1.541881,-1.827694,-0.333251,-0.961026,Negative
0.499568,1.265774,-2.809219,-1.631783,-0.304379,-0.371576,-0.007948,-1.126285,0.627332,-0.14919,-0.873051,0.354774,Positive
-2.101751,-2.773284,-1.920424,-4.375843,2.710631,0.74512,-0.694749,2.765385,-1.637266,-1.134502,-0.121371,-0.90576,Negative
-8.475236,1.289669,2.110654,-3.394523,0.569493,-2.730269,-0.459045,1.605949,-0.258608,-1.418785,0.813405,0.42324,Negative
1.468067,-3.912406,-0.64628,0.079658,-0.892181,1.08659,1.614201,0.418848,2.10385,0.818561,-0.34432,0.736974,Negative
-4.037555,1.783463,-1.5831,-0.104428,1.765381,-1.698535,0.984349,-0.671268,-0.939223,0.489359,0.693179,0.19963,Positive
-0.911786,-4.351951,0.257348,-1.425295,1.180635,0.872499,-2.464185,-1.666681,-0.337146,1.997345,1.319359,-0.01908,Negative
1.919629,1.44937,0.212533,-0.633074,-1.905227,-3.928665,-0.003822,-1.281347,1.462194,-0.113301,0.206966,0.947775,Negative
6.810383,2.521885,-0.603426,1.578638,-1.457573,-1.914498,3.050365,-1.922957,-1.714468,-1.352414,1.341582,-0.048077,Negative
2.73469,-1.809979,-0.645723,0.957839,2.392133,0.256083,-0.994491,1.241824,0.229978,0.871599,1.329784,0.76566,Negative
-2.532992,-0.000036,-0.94206,-0.771447,-1.232572,1.147029,0.40283,1.835247,1.085593,0.514166,1.304411,-0.212806,Negative
-5.302974,2.999233,2.228855,5.63602,-6.050404,-0.207412,-1.428322,0.111132,1.252707,-0.080675,0.007357,0.613905,Positive
-3.980809,-0.63727,-3.034535,-0.700337,0.570736,-0.020417,-0.583567,-1.552277,-1.707843,-0.428668,-0.189303,-0.279402,Negative
1.471165,3.174816,1.10142,-0.662643,-0.734042,-1.582717,5.808131,0.312239,-0.870181,0.373707,2.017633,0.206296,Positive
0.440127,-0.121024,-3.59319,0.430087,-5.132897,1.050176,-0.870856,0.689393,0.952519,-1.026603,-1.259117,0.742418,Positive
0.120359,-3.364573,-1.513221,1.941291,-0.712943,0.85889,0.502489,-2.007923,-0.865569,-2.314186,-0.909994,0.41811,Negative
2.491184,0.2851,-1.35297,1.351752,-2.491435,-0.265196,0.453961,-1.482096,0.142636,0.064866,-0.399367,0.428446,Negative
-1.156828,0.486796,2.235389,3.528654,1.117398,0.40975,-0.734667,-1.464279,-1.193693,-0.31737,-0.180222,-0.097365,Positive
2.609133,0.48597,0.018822,2.574923,0.612212,-0.500721,-0.239991,0.681771,-0.561816,-1.557681,0.85619,-0.648742,Negative
0.819254,-1.519681,1.210124,2.854835,-3.08571,0.552423,-2.293556,-0.893625,2.010443,-0.579849,-0.251271,-0.057489,Negative
5.873865,1.382091,-2.781536,3.237513,-0.347185,3.103488,1.181865,-2.596216,-3.044263,1.001274,-3.092232,0.373786,Negative
-0.579008,-5.137717,0.37342,0.228612,-1.438366,-0.901043,-2.327577,-1.305136,-0.251797,1.513518,1.535682,0.56415,Negative
2.510403,0.974212,-2.659231,2.720675,-0.712302,0.602678,-2.490648,-0.543088,-0.820731,-1.121414,-0.876585,0.105933,Positive
1.397022,-3.231443,-3.673765,-4.179765,-5.023342,2.908913,-0.943848,0.960987,-0.646628,-0.447317,0.079574,0.613528,Negative
-4.869517,8.136207,7.957781,-5.868737,-0.422689,2.577196,0.91887,-1.416731,-2.328091,-0.769947,1.277188,-0.340284,Negative
-1.567498,-1.717203,-2.459918,-1.184719,-2.752263,-4.011665,0.285157,-0.970986,-0.445506,-0.879567,-0.346926,-1.31723,Negative
1.214609,0.403698,-2.928213,3.499553,0.3446,6.427622,0.430209,0.299258,-0.076574,-0.166533,-0.068007,-0.300932,Negative
2.800752,-0.381871,-2.681139,-1.044052,0.591782,1.066578,-2.260698,-1.746174,-0.253556,0.339445,-0.915225,-0.039051,Negative
3.714319,1.175498,-4.728472,-0.453412,-3.181373,-0.872536,-4.207753,-1.896624,-0.498275,0.99434,1.019124,0.782305,Negative
-7.182508,-0.073253,-3.895055,2.952785,2.745735,3.169403,3.398407,1.296189,1.34868,2.666683,0.616948,1.698894,Positive
-4.885853,8.36151,-3.248235,4.486848,-0.297241,3.242284,-0.486397,-0.55127,-1.328878,0.23933,0.857783,0.586414,Negative
-4.92596,2.676931,-3.88067,0.010075,3.556642,0.18808,-0.180215,0.392759,0.221068,1.411793,0.595648,0.856714,Negative
-3.911787,-0.955874,-3.310118,0.432833,1.440574,-2.29729,0.651235,-1.259261,-1.53995,0.543065,0.13443,-0.193145,Positive
6.227535,2.999282,1.028394,-0.979639,-2.365705,-0.849476,-2.313016,1.372216,1.750239,0.966938,2.176674,-0.644948,Negative
3.82094,-2.622063,-1.357005,1.223649,2.141573,4.14778,0.229473,0.281891,1.170489,-0.508802,0.68555,-0.231937,Negative
4.471032,-3.118043,0.550795,1.114811,3.380519,1.180603,0.356425,0.723399,-0.322419,0.924359,0.167299,-0.857697,Positive
-5.204034,-3.148304,-2.689011,1.225495,1.624934,1.722609,2.07997,1.977853,1.093342,2.499636,0.247442,0.081548,Negative
0.876169,3.766577,-0.252475,0.099475,2.356979,2.140142,-0.862129,-1.636359,-0.734235,0.945219,-0.559137,-0.847534,Negative
1.806347,0.160058,0.896487,2.067393,-2.564179,-0.766712,-0.592903,1.708459,1.475778,-0.799355,1.194593,-0.005261,Negative
4.990814,3.426645,-2.033279,1.074842,-2.392156,-1.656316,-0.007046,1.126453,-0.486219,-0.246411,0.062902,-0.666691,Negative
4.418404,3.347946,0.625964,-1.844845,-1.530822,0.421133,-0.198941,1.329683,-0.240758,0.420943,-1.71275,1.441946,Positive
0.555293,-6.116789,1.461174,-0.367072,-3.358778,-0.851075,-1.967076,0.031543,-1.475735,0.009099,0.706802,-1.464521,Positive
0.707371,1.866799,1.961546,-0.507758,-2.746999,-5.049327,4.014919,-1.145215,-2.152069,-2.142963,2.211463,1.841279,Positive
-1.727992,2.598231,5.580577,-6.6539,2.930513,6.051282,0.660443,0.608567,0.531518,0.790288,-0.233499,-0.237623,Positive
-2.326678,0.997819,-0.915352,-5.220478,-4.438758,3.100052,-1.259764,2.972413,-0.828344,0.013189,0.285221,0.189285,Positive
1.122873,-1.414865,-2.401007,-0.63755,1.998901,-2.194445,-1.977227,-1.848664,1.642048,1.771395,1.54147,0.341188,Negative
6.460009,0.656619,2.315901,-0.459627,-1.040172,0.209899,-0.682892,-0.14125,1.959279,1.502765,2.217273,0.559646,Negative
-0.289127,-2.269533,-1.913618,2.072981,1.952623,1.493786,-1.769971,-0.686677,-0.24795,-0.569607,-0.325613,-1.095844,Negative
1.077679,-2.61726,-1.393485,-3.065617,-2.673956,-0.505717,1.559653,-1.916774,0.332245,-0.06388,0.10529,1.927954,Negative
4.580782,-2.064608,-2.311506,-3.319462,-4.111299,-4.351983,-0.2471,0.663634,-0.103619,0.149045,-2.053986,1.825005,Negative
-0.121584,-2.482272,-0.727216,3.127092,2.260175,1.393475,1.433212,-1.227687,0.932775,0.079292,-0.853359,1.491975,Positive
2.218559,1.806993,3.195808,-3.009484,-0.861295,0.078748,-2.219201,1.639112,-1.119353,-0.592158,0.575749,0.334853,Negative
2.604535,-0.427472,-0.206048,-3.041163,3.531043,0.147969,-2.748713,-0.983335,0.239179,-0.728774,1.004598,0.130759,Negative
-4.668642,-3.14506,5.205961,2.906323,-0.623494,-0.941405,0.976669,-1.224912,1.601034,0.653964,-1.089238,1.216364,Positive
-0.755631,-1.059445,-0.784826,-0.644536,0.577104,-0.401937,0.548641,0.033756,-0.365703,1.306594,-1.259431,0.768051,Negative
1.655789,-3.21693,-0.186605,-4.233718,-0.252088,1.8189,-0.65211,0.642363,-2.150791,-0.647014,-0.511719,-0.014514,Negative
-2.932689,-3.816281,0.508512,0.822091,1.099697,1.931296,-0.175909,-0.491762,-0.166077,0.004984,-1.021888,0.439218,Positive
1.669225,0.075204,-0.969116,-1.430247,2.999572,-0.683623,-1.092209,-1.664847,0.446574,-0.064001,2.003913,-0.830287,Positive
