@relation 'epit.train-weka.filters.unsupervised.attribute.Remove-R13,56-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute 0.241ProtFP2.1+0.239KF2.1+0.233T1.1+0.233ST1.1+0.232VHSE3.1... numeric
@attribute -0.294Z1.1+0.258VHSE1.1+0.241MSWHIM2.1-0.236BLOSUM1.1+0.234ProtFP1.1... numeric
@attribute 0.287ProtFP3.1+0.274VHSE4.1+0.239BLOSUM7.1-0.239T3.1+0.236Z4.1... numeric
@attribute 0.292ProtFP6.1-0.248VHSE8.1+0.236BLOSUM6.1-0.232Z3.1-0.231F5.1... numeric
@attribute 0.331ProtFP4.1-0.282KF8.1-0.238BLOSUM8.1-0.231ST3.1-0.227MSWHIM1.1... numeric
@attribute -0.378ProtFP5.1-0.287KF3.1-0.235BLOSUM4.1-0.212KF1.1+0.205Z5.1... numeric
@attribute '-0.453ProtFP7.1+0.314KF6.1+0.29 BLOSUM10.1+0.264BLOSUM9.1+0.257ST7.1...' numeric
@attribute 0.455ProtFP8.1-0.394BLOSUM10.1+0.329BLOSUM9.1+0.317KF10.1-0.274KF6.1... numeric
@attribute -0.466KF10.1+0.319ProtFP8.1+0.304BLOSUM9.1-0.252ST7.1+0.235MSWHIM2.1... numeric
@attribute '0.373Z5.1-0.317ST4.1-0.264KF7.1-0.264ProtFP8.1+0.26 BLOSUM4.1...' numeric
@attribute -0.348BLOSUM10.1-0.28BLOSUM9.1-0.241ProtFP7.1+0.239T4.1+0.236KF5.1... numeric
@attribute -0.613KF5.1+0.315F1.1-0.273KF10.1+0.265KF7.1-0.211BLOSUM9.1... numeric
@attribute Class {Negative,Positive}

@data
5.135963,-2.5166,-2.746161,0.077229,-0.191185,1.642762,1.091173,-0.99433,-3.359749,0.935183,-2.342746,-0.550987,Negative
-0.946143,2.052607,4.002496,-3.226902,-5.70206,-0.324624,-0.135445,-0.052585,1.873302,0.758467,-2.204207,1.344676,Positive
-4.111448,-1.024323,-0.358065,3.598408,-2.196239,1.108248,0.184993,-1.007323,0.117746,1.083968,-1.660363,-0.610636,Negative
-13.082498,-0.004348,-1.82081,2.47292,3.918856,2.070991,4.092493,3.125362,1.357044,2.683711,0.019761,1.206249,Negative
2.207233,2.538931,1.684772,0.718856,4.700414,1.478647,-1.311782,0.450698,0.244035,-0.436734,0.204706,0.32847,Positive
3.735776,-1.704823,0.913171,-0.323324,-4.217458,-1.382045,0.042262,2.473822,1.668798,-0.705852,-0.161895,0.343482,Positive
2.567263,-5.371421,1.995449,0.393049,1.255707,-2.077896,1.234446,-1.270797,1.413546,0.388863,-1.863635,-0.743295,Positive
-4.541609,-0.248391,1.003517,4.758557,3.0404,0.724744,-0.380557,0.620376,1.534586,0.815357,0.998763,-0.238099,Positive
-3.309259,0.770671,3.936782,2.069099,0.042794,-1.272995,-0.245566,-1.340979,-1.875747,-3.053111,0.139652,0.029025,Negative
-3.944244,-0.6025,-0.496963,0.120059,-3.231003,-2.568392,2.232249,0.615871,-0.133462,-1.041436,1.405675,-1.750996,Positive
-1.006888,0.526646,-2.747436,-0.866158,-1.38724,0.355059,-1.610751,1.319315,0.138689,-0.979983,-1.405202,-1.095563,Negative
0.343974,0.564982,-1.425372,1.775136,1.807128,-1.850787,3.01642,0.970862,-1.032936,-2.187726,0.785525,-1.581521,Negative
2.029284,4.549836,2.198593,-2.058739,0.331582,1.000163,0.923745,0.346242,0.835126,-0.345252,0.148023,-0.683158,Positive
0.444609,-1.147633,2.26127,0.903037,-1.378951,0.51251,-2.717937,1.027043,0.988222,-0.2167,-0.047839,-1.411452,Positive
3.41467,-0.952662,-0.015174,0.898132,-1.056762,0.306564,2.857318,-1.505345,2.015724,-0.066901,-0.083655,0.592387,Negative
0.61796,-0.622786,1.274539,-1.380038,-0.390234,0.453347,-1.885957,-0.007983,-1.151143,0.700951,-0.341141,1.056833,Negative
-0.612421,5.403897,-0.124,1.061251,-4.300154,-1.250657,0.198751,0.689245,0.445146,-0.938952,-0.373487,-1.402363,Positive
-12.216944,-2.683687,0.019389,3.961869,-1.387748,-1.122197,-1.346748,-1.401185,0.538466,0.84968,-0.057725,0.447838,Negative
1.566019,4.07259,-4.716511,-1.840345,-4.102808,1.279917,0.080245,0.736525,-0.394515,0.63415,0.070272,2.049032,Negative
0.988524,-0.693819,-2.885643,-4.575702,0.025358,1.182048,-1.064087,-1.474705,0.166491,0.806966,-0.624253,1.062336,Positive
1.153574,-2.743868,2.268357,1.82561,1.313145,3.925609,1.48262,0.625065,0.560588,0.282403,0.075437,1.072156,Negative
-2.795843,4.974374,-0.266214,0.378067,-0.515544,-1.31196,-0.243973,1.635075,0.974305,0.38634,-1.72292,0.43209,Negative
0.648359,1.290153,0.747901,-5.528105,2.619227,-0.211675,1.358496,0.328761,-0.54747,-1.513755,1.8704,-0.346604,Negative
3.348537,-1.586722,-0.112521,2.379625,1.850587,1.122536,-0.625994,2.732249,-0.55275,-0.196354,-0.071356,-0.133008,Positive
2.384552,4.633619,-2.144565,-0.089658,0.303456,-2.3159,1.646836,-0.311733,-0.758833,-0.867923,-0.538248,0.463344,Negative
4.131671,2.389523,1.90838,7.307134,3.975237,-0.0152,-0.780726,0.51592,-2.154296,0.729003,-0.637239,2.321915,Positive
-3.12065,-1.20622,1.371186,2.232728,-0.738753,-2.497761,2.704245,-0.634084,-0.500226,1.05495,-0.561502,-0.491862,Negative
4.067464,1.249982,7.176167,-8.333717,3.13822,1.386876,-0.048144,-0.223449,-1.939464,0.583294,-1.391496,0.511243,Negative
1.437757,4.466943,-2.214348,0.568667,-2.911078,-0.785572,-0.475885,-3.555535,0.323174,-0.814071,-0.069168,-0.749111,Negative
-6.098896,5.521196,10.020363,-3.943617,-2.50733,1.435471,1.275508,-2.167128,-2.054575,-1.579677,2.254709,-1.233439,Positive
0.290026,-2.233066,0.575532,0.561529,-0.459638,4.430753,1.162762,0.86696,-1.479262,1.525275,-0.337898,0.349085,Positive
1.699659,-5.1912,0.746065,-6.029216,-1.541259,-1.341132,-1.656759,-3.648696,-2.654675,1.928849,1.432298,-0.104013,Negative
3.459578,0.951316,0.239533,2.577334,0.114404,-0.127163,-2.585206,-0.948149,-0.086525,1.240395,0.837726,-0.239225,Negative
-1.87263,-1.280684,1.588261,0.903582,-0.433905,2.385017,0.275063,0.476312,1.755831,0.238278,0.937372,-0.279601,Negative
-5.233644,-0.525913,4.069097,3.479074,0.29301,-0.622028,-2.013796,-1.439841,0.576069,-0.703309,1.510829,-0.604852,Positive
-9.526108,-3.750894,-1.635046,0.854769,0.197678,-0.887697,-0.69344,0.876479,0.078474,1.704867,1.155678,0.59981,Negative
1.815228,2.564861,-0.445064,4.498995,1.418332,0.232663,-0.662425,-0.859793,-0.961247,-0.724729,0.802483,0.5245,Negative
1.824237,2.467996,-4.477258,0.868161,-1.027178,0.97374,0.68735,-0.531904,-2.009466,1.203102,-1.106528,-1.234898,Negative
-0.396174,-2.565174,-2.065853,-0.225645,0.748405,-0.595961,2.012353,0.949309,0.075536,-0.8905,-0.013885,1.569854,Negative
0.260522,3.526436,1.647145,-1.93141,0.797358,-0.363146,-1.668961,-1.210105,-0.823882,-0.73011,-0.559773,-0.113152,Positive
-4.818673,-4.392077,-3.043867,-4.750935,1.934656,-3.415116,-1.247745,2.650517,0.791929,-2.426503,-0.446688,0.098652,Positive
-4.206181,-1.845906,1.506536,-1.803644,2.76667,1.41298,0.754503,1.640728,-0.695109,1.69994,-0.322735,-1.583426,Positive
2.865481,-1.145324,2.388112,0.058248,0.868682,-1.516457,-0.743585,-0.685353,-0.625283,1.29176,0.368051,0.060731,Positive
-0.989874,0.697792,-1.510663,0.023824,1.479852,1.72034,4.165234,-1.367759,2.826907,2.093951,-1.161758,0.206105,Positive
-4.869517,8.136207,7.957781,-5.868737,-0.422689,2.577196,0.91887,-1.416731,-2.328091,-0.769947,1.277188,-0.340284,Positive
3.447728,1.408923,2.356355,4.677682,2.307309,-1.354571,-0.818071,-0.094572,0.632273,-0.659314,0.861721,-0.14531,Negative
-3.191057,1.80531,1.058863,3.530129,-2.138914,2.058085,-0.279735,-2.658897,-0.192182,-0.150901,0.821331,1.595918,Positive
-0.825401,-1.819674,0.336844,-0.443737,2.700738,-2.682652,2.489268,0.289596,-1.514401,-0.962407,1.837832,1.892933,Positive
-5.46082,3.105707,-3.815044,0.982963,4.236996,0.82632,1.169667,0.224761,1.081727,0.685157,-0.399767,0.122857,Negative
3.104716,-1.390397,-0.154317,-0.381657,-1.371105,-1.159107,2.706,-2.344413,0.428632,-0.262145,1.97451,-0.827367,Negative
-0.638549,4.305284,-2.92729,4.002587,-3.726008,1.85412,-2.083318,0.104966,0.214092,-1.004136,-0.108328,0.630144,Negative
0.667513,1.164771,2.177146,-2.193332,2.690435,0.32575,-1.208112,-1.719478,-0.121652,-0.616103,-0.854718,1.195507,Positive
-9.100332,2.04071,-0.802215,0.142722,0.196114,1.521225,0.67461,1.832313,0.333047,0.035892,-0.431103,-0.072851,Negative
-0.369506,-4.90486,-4.261704,-4.846011,0.097708,2.081258,2.407829,0.429254,-2.359195,0.716829,-2.099382,-1.677403,Positive
3.788242,1.261736,-1.452756,0.074348,0.33161,-2.858647,1.43323,0.046393,2.061176,0.309817,-1.592433,-2.804688,Negative
-2.161025,0.824515,3.238355,5.490489,-0.977724,-4.219812,1.731829,0.116947,-1.109804,-2.730516,-0.902718,-0.096069,Positive
3.319943,0.429719,0.423961,0.984202,-0.748531,-0.646643,-1.142466,3.096514,1.2734,-0.20091,0.392118,-0.346843,Negative
-1.341446,4.385604,2.020319,-1.416189,-0.61294,1.891377,-1.548248,-0.317221,-0.25164,1.535461,1.442788,1.885788,Positive
-2.92022,-3.658001,3.828936,3.303615,-2.281681,-1.228777,-0.217717,-1.192894,-1.917833,2.632557,-0.020351,0.315348,Negative
5.217424,2.165592,0.805666,-0.651588,1.9,-2.409776,-1.849751,-2.328662,-2.123104,0.514084,-2.503453,0.712803,Negative
-8.447546,1.908943,0.124655,-2.259103,1.956669,2.096978,1.918266,1.6351,-0.808069,1.853901,-0.660318,-0.10404,Negative
3.959548,1.11182,-0.660058,-1.910244,-4.629962,1.059895,0.514494,1.525903,1.033025,1.005657,1.189547,-0.343083,Positive
-3.818168,2.455909,-2.091491,0.737841,-2.440501,1.54935,0.014119,0.869117,0.579452,0.042539,-0.048332,1.237689,Negative
-0.753642,-0.478964,-1.028022,0.834161,-2.346558,-2.347997,-1.943196,0.487281,1.833119,0.410219,0.149984,0.378119,Positive
1.901006,-1.635784,-1.423361,0.004715,-1.201277,3.759499,-0.405698,0.062311,-0.925861,-1.189836,-1.540139,-0.210269,Negative
-1.847804,-0.919142,-3.168984,1.26708,2.101342,-0.035345,-1.698656,-0.156763,-0.084831,-0.10961,0.631133,0.613122,Positive
5.303452,3.681066,-0.732454,-0.47004,-0.6069,-0.345113,-1.154157,-0.954927,0.876644,0.78866,0.588375,-0.309503,Positive
-0.592692,-1.143622,-0.951426,0.891142,-2.128108,0.240103,1.272353,1.862323,1.207705,1.614354,1.000438,1.403322,Negative
3.672549,-3.400575,-1.20874,-1.046285,-1.341801,-1.790922,5.131664,-2.258149,-2.89792,-3.600688,3.249146,0.555994,Positive
4.694403,-1.930838,4.271809,-1.92376,6.196577,-2.682907,-3.195959,-0.339098,0.132264,0.298557,1.519827,0.424932,Positive
-0.387627,-1.684711,-0.077767,2.969243,1.676816,3.071774,0.89917,1.678068,1.506435,1.693204,0.721552,-0.973846,Positive
6.833125,-1.663877,4.044025,3.279023,-0.613597,-2.527319,-0.7494,0.013934,-0.787875,0.006938,-2.042749,0.611817,Positive
5.146207,5.512631,-1.346297,0.149917,-3.34516,-4.199288,0.642337,1.060933,0.780663,1.919543,-0.351237,-1.170025,Negative
1.928029,3.319133,-3.949213,-0.498372,-1.768323,3.105072,-0.147217,-1.16146,-0.699809,-0.271281,1.307284,1.793801,Negative
-2.025182,-2.768066,-2.017448,1.407127,-0.352431,2.182238,1.994604,0.725222,0.91856,0.772458,0.202239,1.532468,Negative
-0.763366,0.251106,-5.296321,-3.578838,-0.415203,-0.976829,-0.926543,0.580703,-0.118276,-0.867433,0.053027,0.192327,Negative
3.020117,2.522218,2.16689,-7.343148,1.585399,1.116816,1.766071,-1.052534,4.115463,-0.851417,0.308356,0.059342,Negative
0.32451,-0.133681,3.646803,2.360902,-0.55647,-0.897713,0.16835,0.546675,0.353999,-0.164487,0.015528,-0.199042,Negative
5.159125,3.037838,2.589692,-6.519793,1.082518,-2.247098,3.376995,-2.183244,1.829456,2.194467,-0.745243,-1.598186,Positive
-2.020858,-0.057074,-3.600426,-0.944932,1.486335,2.191751,-0.078027,0.010231,0.435316,-1.118214,-0.423511,1.427469,Negative
0.696328,2.268134,1.585845,-0.766775,0.922948,-0.875342,2.513128,1.893676,-0.761399,0.053726,-0.17923,2.416016,Negative
3.394747,-1.976355,-0.577004,-2.971829,-2.537878,1.054616,-0.958757,0.796557,0.308821,-0.605365,0.765426,0.351964,Negative
4.810273,-0.448376,-1.398936,-0.135573,0.202257,-1.353798,-1.941041,0.544591,0.357696,-0.044194,1.667261,-0.109758,Negative
3.747205,1.370068,-0.760053,3.715501,0.906174,3.6435,-0.66269,-1.990211,0.022565,0.475397,1.861676,-0.322414,Negative
1.736901,1.502352,-3.16079,-1.316421,-3.757327,1.674864,-0.632476,-2.071527,0.085662,0.097106,-0.600345,1.702075,Negative
-0.907989,1.214654,-2.999633,-0.756707,0.267741,1.50347,-0.929132,-0.544313,-1.759161,1.843793,0.884125,0.216805,Negative
-3.240939,-4.05147,-1.103972,-1.869622,0.231376,3.305931,3.443185,3.079377,-0.137377,2.87522,-0.53696,-0.814209,Negative
4.134929,-1.98783,0.164751,2.706926,2.920764,1.62201,0.330489,2.005034,-0.627145,-0.644899,0.492831,1.656195,Positive
3.430855,-5.247247,-1.22725,-1.056678,2.755849,1.002007,-0.165543,-0.764042,0.706501,1.091998,0.814998,0.724041,Negative
5.700427,0.978523,-0.18772,3.170618,1.649171,-1.352883,-0.305255,1.343431,-0.706402,-0.684002,-2.360667,0.837055,Negative
3.144706,3.175575,3.741599,-8.377455,3.25314,1.336431,1.741002,-2.787979,4.930347,-1.225562,0.336691,0.066435,Positive
-0.750359,2.637409,-0.41813,1.889432,-1.013227,-2.97572,1.487576,0.298712,-0.675036,0.640214,1.403099,-1.229034,Negative
0.494133,0.968044,-0.857101,-1.445893,-0.584339,-0.376402,0.136385,-0.145958,-1.244076,1.171573,-0.429355,-2.06921,Positive
0.917181,-2.524725,1.258616,3.17846,-0.155765,3.262203,-1.142012,0.596398,0.019589,-0.140248,1.016715,0.388419,Negative
2.015891,-1.42562,0.72446,-3.400979,-1.750592,1.866161,0.675733,3.743896,0.454008,0.6234,-0.698983,-0.314204,Positive
2.583566,5.47957,1.015361,1.068211,-3.939258,1.414884,1.23432,0.205375,0.891835,0.124219,3.221314,-0.305908,Positive
0.150386,-1.647788,-1.671443,0.929934,-1.426158,-1.649686,-1.251175,-1.208465,-1.626132,-0.358411,1.469055,0.239606,Negative
-4.824732,-2.833923,-1.865233,0.452634,-0.317702,-0.977061,-0.253963,-0.242818,1.764415,-1.600511,-0.390418,-0.670124,Negative
-3.584163,-1.171851,2.56411,-1.33819,0.585215,-1.214847,-2.749443,-0.654373,0.687093,1.650045,1.001394,0.131621,Positive
-3.22876,-1.513413,-0.235236,1.126426,-0.742731,0.375085,3.738503,2.573943,0.732313,2.150612,0.552241,-1.250749,Negative
2.298171,-1.559783,-2.590563,-0.522806,-1.825026,0.442567,-1.331288,-0.997411,0.955473,1.904274,1.534134,0.461054,Negative
2.710733,3.430598,4.152117,3.564518,-1.282057,0.350727,0.404163,-0.671034,1.631909,-0.146557,0.286313,0.314545,Positive
4.88393,-0.390087,0.757753,-0.297624,-0.237724,-2.191187,0.93802,1.639467,-1.749856,-2.779593,-0.557661,-0.037565,Positive
5.816054,5.257473,2.781868,-2.586144,-1.232809,-0.279501,0.510311,-0.455063,-0.836647,1.07495,-1.895051,0.493833,Negative
0.287563,2.496039,0.058954,1.644693,-1.189299,0.913377,0.538256,1.168865,0.030795,-0.639284,0.053088,-0.290768,Negative
-4.345713,-2.015607,-1.489042,1.483793,1.121851,-2.743034,-1.612844,-2.417491,0.079665,-1.016898,-1.179945,-1.579593,Negative
1.580264,4.055851,-0.941175,3.377037,-0.166134,0.882197,-0.282821,3.633729,1.589809,0.475515,1.387059,-0.250486,Negative
0.044033,-4.072294,2.643958,-4.299746,-1.107683,-2.587815,-1.766013,-4.650744,-1.450505,2.046612,1.576936,-0.116734,Negative
1.378152,3.782643,1.797537,1.710104,-1.70457,-3.60985,1.433473,2.564412,0.340389,-0.484951,-1.458985,0.974561,Positive
-1.120321,-0.749088,-3.548036,2.155931,4.79183,0.847025,-0.213819,-0.655173,0.819806,-1.236207,-1.399954,-1.580363,Positive
-4.263203,-2.408247,2.884565,0.999207,-0.439706,-0.777622,0.776857,-1.180813,1.858268,1.265167,0.112737,1.874,Positive
5.904005,-0.847866,-1.089699,-0.897374,-0.561896,-2.673333,-2.090256,0.916361,0.994508,-0.142,1.038979,-0.585548,Negative
0.215956,1.011956,-2.061985,-0.269616,4.089564,-2.475591,-0.636783,-0.204512,-1.872108,0.175162,-1.238831,0.336917,Positive
-2.574459,6.630679,2.130898,-4.751511,1.598527,1.53616,-1.550033,0.911747,-0.956546,1.094475,-0.396751,1.555518,Negative
-1.616123,1.146615,-2.248777,-0.560925,3.166325,-0.631186,0.226421,-0.005151,-0.711065,-0.007652,0.777975,-0.283075,Negative
-1.015975,4.064018,-0.819634,2.967385,2.248231,0.760009,-2.059568,-0.897328,-0.990243,-1.542642,0.230561,-2.051939,Negative
-3.661686,-2.449785,-2.900682,0.561626,0.082506,0.823479,1.079299,1.399148,-1.81029,1.577653,-0.060785,-0.080156,Positive
-1.523285,-6.555711,-0.813015,-0.682438,0.567433,-0.385902,-0.197657,0.010188,-0.548096,-1.640252,0.753952,-0.145394,Negative
0.964022,0.228678,-3.846922,0.74775,-0.497968,-0.403297,-2.406786,-1.798728,0.633162,-0.745623,0.059149,0.642343,Negative
2.500454,1.574945,-3.668891,1.216312,-1.167914,2.412227,2.450522,-1.056826,-1.647943,-2.800617,2.144275,-0.505171,Positive
-6.315262,1.715694,1.269413,1.854217,4.497357,0.639453,1.317744,2.211728,-0.099899,0.421105,-0.769537,1.368805,Negative
4.750945,0.713248,-0.527193,-0.961518,-3.820633,-4.546695,3.987697,1.51046,-0.936841,-0.857495,-0.001233,1.120454,Positive
-1.956421,0.440893,-3.469519,-0.887113,0.686658,-4.923704,1.638974,0.815545,0.469754,-1.361644,-0.482234,-0.58674,Negative
-2.540077,-1.4508,1.24908,2.587181,-0.860315,-1.544522,1.388248,-1.251009,-0.278976,1.403934,-1.70148,-1.299499,Negative
4.799451,-1.691397,2.005014,2.758709,1.295635,-0.969465,-2.380189,-0.737149,0.41868,0.803057,0.638464,0.783514,Negative
5.229088,-5.538529,-2.02323,-1.231231,0.620223,3.229329,0.03368,1.314582,1.013806,-1.459459,-0.389198,-0.796848,Negative
4.104753,0.583542,1.997211,4.654695,1.392958,0.291714,-0.438148,0.416178,-0.494961,-1.210335,0.583649,-0.626399,Positive
-1.187168,-1.362462,-2.465687,-1.72287,1.054387,5.084314,0.946098,0.400494,-1.554014,-0.565703,-2.372113,-0.252355,Negative
-8.840019,4.970307,2.616597,-1.032088,0.336855,3.478367,1.483247,-0.582945,0.009648,0.644863,0.117252,0.143103,Negative
6.382707,-2.91683,3.653521,5.148192,3.623164,1.029542,0.690633,-1.328631,0.704119,-1.16763,-1.543874,0.587561,Negative
-0.913572,-1.658245,-1.923393,0.442129,1.80749,-0.560168,-0.436088,0.676358,1.39791,-0.86026,0.401883,-1.590235,Negative
3.174528,-0.299924,6.927248,2.02672,5.748195,0.243959,-1.55386,0.602722,0.986861,-0.3738,0.408972,-1.193592,Negative
-1.120977,3.484212,-2.264544,0.528407,0.913551,-1.003894,-2.369669,-1.554592,0.631902,-0.069352,0.801138,0.840352,Negative
-2.431023,5.71601,-1.522328,0.413116,0.927019,0.024596,-3.088818,-0.374469,-0.265138,-0.492095,-0.479031,0.066794,Negative
-2.273349,-1.801595,-2.553804,-0.684083,-0.067422,1.369931,-1.711003,-0.807015,-1.72709,0.04344,-0.360318,-0.027551,Negative
-0.981754,1.240318,-1.603354,1.825102,1.380985,0.998403,2.854311,1.754533,0.979708,1.157804,2.021483,0.556542,Positive
6.48218,0.474073,-1.801512,1.906484,-1.212983,0.320526,0.376403,1.19573,-0.803562,-1.387028,-2.046787,0.133459,Negative
4.268303,-0.021191,0.964155,-1.025953,-1.228575,-2.588028,0.415832,1.054572,0.68509,-0.030908,-1.768058,0.213853,Negative
4.38454,-2.65313,1.307401,3.492105,2.764623,1.38889,2.763722,0.685841,-1.013486,0.015454,-0.149955,1.711484,Negative
-2.648428,-0.057178,-1.411521,3.064124,1.72953,-0.660201,0.481085,-2.207772,0.439425,-1.195416,-0.78463,-1.002137,Negative
0.215172,-2.949629,0.954282,0.755456,0.338969,0.579156,0.157381,-0.383568,0.552635,-1.065085,-2.287761,0.65495,Positive
7.413736,2.761056,2.9818,4.89342,1.863705,-1.148056,-1.237902,0.524406,0.945117,-0.193306,0.769577,-0.837329,Negative
5.191528,1.190887,-3.137227,0.385627,-0.993838,-1.120287,-0.711956,1.196863,0.30107,-0.681374,-2.372699,0.510422,Positive
3.425122,-0.514552,-1.538718,-0.023591,-0.099948,0.862612,-1.785191,2.495063,0.091346,0.043579,1.905542,-1.087633,Negative
-2.502693,-0.577042,-3.194388,-1.962563,-1.333313,0.955484,1.944138,-1.233097,-2.610409,-0.67805,-0.185147,-2.592329,Negative
-2.271687,-5.2084,-2.894572,1.279135,0.630101,2.524674,0.779861,-0.701838,-0.213769,-1.72799,-2.698935,0.349129,Negative
-7.395263,0.709861,1.297845,0.507985,0.435298,0.150825,-0.14698,-0.902015,-0.878042,0.838793,1.088146,0.439925,Positive
4.229258,-2.888377,-3.01818,-0.294864,0.696245,3.147084,-0.288895,0.955504,0.801293,-1.439205,-0.747461,-0.614898,Negative
3.025619,0.712622,-0.357215,1.162589,-1.71287,0.190386,1.715541,1.240575,-0.967129,1.734402,0.585274,0.081487,Negative
-11.455648,-1.414081,2.389039,4.598438,-5.123251,-2.415513,-1.989253,-0.409738,1.765461,-1.400242,-0.048768,0.079251,Negative
-0.377983,0.403433,0.964547,-1.664645,-0.9738,1.884877,0.454123,0.199423,1.093578,0.962026,-1.288546,0.278705,Negative
1.058503,1.575627,2.925216,-1.685875,0.163691,2.73428,-0.471338,0.266547,-0.865501,-1.892548,-0.104628,-0.859623,Positive
-1.975638,-3.810992,4.186346,-1.981425,2.036216,-2.686471,-0.686734,-1.034513,-0.267519,-0.003236,-0.863798,0.599406,Negative
-2.971406,-8.797645,5.866066,3.193752,-1.038644,0.071688,-1.239718,0.312061,0.677747,-1.328318,0.364646,-0.218447,Positive
3.290085,-2.202978,2.471089,0.691085,-1.203164,-3.335177,-1.753034,1.317072,1.815819,0.173755,-0.237178,-0.077819,Negative
3.948983,-1.988841,5.41799,5.154716,6.398998,-2.598438,2.941675,2.109887,-1.668971,1.982307,-0.08129,0.629484,Negative
-4.207995,-1.36663,2.162263,2.131899,-0.326942,2.979659,1.775342,1.201233,0.015003,0.522027,1.73568,0.135482,Positive
-1.258271,8.365937,1.4851,-6.374326,-1.498159,0.068899,-0.308691,0.573757,-0.419163,1.953896,-0.796942,0.43858,Negative
3.124775,0.38915,-1.741684,-3.629153,-2.476925,-0.510877,-0.579182,3.226768,1.105082,0.508651,0.870841,-0.240919,Negative
2.582198,1.328441,1.413633,-0.259026,-1.316534,-1.478488,-0.59073,0.699304,0.616757,1.628824,-1.595777,-0.979865,Positive
-4.275169,4.930569,-4.841375,3.247584,1.632614,-1.493161,2.597638,0.59596,-0.553778,0.336857,-0.73224,0.639595,Negative
6.63733,0.257804,1.204475,-1.887275,1.783022,-0.434371,0.016862,0.930635,0.347309,-1.849232,-2.005973,1.698055,Negative
-5.273818,0.399637,-3.195615,-0.962085,1.564417,2.134077,2.570808,1.747842,-0.16431,1.308057,1.671878,0.281182,Negative
3.50074,4.177289,-1.302408,-0.665516,-0.374058,-2.433096,2.986077,-1.065554,-0.463834,-1.277257,-0.577336,1.27824,Negative
1.890226,1.383962,-3.186267,0.043528,0.30335,-4.165444,0.590617,-2.095079,-2.985482,0.980772,-0.679784,-1.074437,Negative
0.745472,0.393089,-2.685463,-1.034802,1.455384,-0.881286,0.422166,-0.863687,-0.031661,-0.312339,-0.195578,1.387484,Negative
0.356577,0.802882,-4.718567,-2.499328,-0.801969,-1.458527,-2.404829,-0.97553,0.122638,0.025274,-0.903137,0.268294,Negative
-9.587249,-1.746705,-0.105985,1.216603,-2.192778,0.846284,2.350831,1.0324,-0.164371,-0.174912,0.116646,0.121827,Negative
-5.518175,-3.712063,0.264069,0.28886,0.428303,-0.152223,-0.391501,-0.973603,0.501947,-0.766032,-0.607358,0.729575,Negative
-2.569895,-0.20074,-5.089155,-1.357036,1.630796,0.484838,1.443154,-1.377778,-0.712332,-1.762735,-0.782464,0.482795,Negative
-1.624433,3.32675,-1.685155,1.921645,-1.01002,3.668644,-0.580939,0.61321,0.094695,-0.110648,0.367456,-0.204317,Negative
2.61239,-0.557473,3.726061,4.293276,0.212509,-1.456196,1.177897,-0.52646,0.436038,-2.718735,1.855539,-0.110812,Negative
0.835785,-2.679931,-1.345986,-2.98109,3.436269,3.979781,0.287624,1.090976,0.047536,-1.826244,-1.512937,-0.270072,Negative
1.761378,-0.802645,-1.310195,-1.990381,1.082427,0.022565,-1.905016,-2.856284,-0.907582,2.972603,1.3082,0.166716,Negative
0.513768,0.926953,-0.529662,4.754966,-0.018348,3.085737,-1.494325,-0.30018,0.420055,0.395262,-0.400993,-0.897504,Negative
-1.318653,-1.692104,-1.078603,0.665248,-1.910495,-1.776407,-2.260259,-1.200469,1.35244,0.355531,0.712189,-0.515126,Negative
-3.986305,-1.097945,1.488274,2.376353,-1.267097,0.973044,-1.069701,0.5429,0.215636,-0.618781,-0.954357,0.089953,Negative
4.035667,1.156048,2.887522,1.26595,-3.338057,-0.743435,-1.172677,1.150458,1.259108,-0.392682,-2.182762,-0.386601,Positive
0.007269,-7.791533,-2.465033,-2.531031,0.566649,-0.499841,-2.290364,-4.141201,-0.235469,3.977644,2.298301,1.292841,Positive
-1.317516,3.778233,-1.91437,-0.182978,0.833084,-0.351081,2.108882,0.985554,1.602615,2.153586,-0.157548,0.191607,Negative
3.939589,0.012276,-1.649163,1.494025,0.636851,0.88712,1.188352,-0.471546,-0.546573,-0.787232,-0.980712,-1.604858,Negative
-3.116611,3.296928,-1.91384,3.43027,1.207484,-0.144061,-0.09361,1.44865,0.025551,1.548474,-0.102108,-0.347931,Negative
-0.811756,2.451859,-1.037246,3.272112,0.7926,-1.613243,-0.6336,-2.415949,-0.8771,1.118282,-0.048439,-2.728436,Negative
0.184023,-2.438841,5.491717,6.331885,2.841265,2.432702,-1.100233,1.399248,1.02318,0.45816,1.411049,-1.718445,Negative
-3.306169,7.714141,-0.933982,5.733714,-1.211875,2.73057,-1.359125,-1.301951,-1.635615,-0.536091,0.548279,0.907726,Negative
6.207268,-5.567654,0.055011,-3.659891,-3.852347,0.685901,-0.580931,1.515919,-0.014565,-1.15661,-1.518518,0.653943,Negative
4.833709,1.353034,-2.347774,-0.508299,-4.188563,-3.140691,-0.61137,-0.109633,0.86303,-0.12105,-2.246877,1.365104,Negative
